"firstname","lastname","university","university_shortname","university_city","function","organization","organization_sector"
"Laurent","Tissot","Uni Neuenburg","UNE","Neuchâtel","Membre titulaire étranger","Comité des travaux historiques et scientifiques","Society, Social, Culture & Sports"
"Torsten","Tomczak","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","Ammarkt","Consulting, public relations, legal & trust"
"Torsten","Tomczak","Uni St. Gallen","USG","Saint Gallen","Vorstandsmitglied","Schweizerische Gesellschaft für Marketing","Media & communication"
"Didier","Trono","ETH Lausanne","EPF","Lausanne","Chaire du conseil scientifique","IGH Montpellier","Education & research"
"Didier","Trono","ETH Lausanne","EPF","Lausanne","Membre du conseil","Fondation Giorgi-Cavaglieri","Technology"
"Didier","Trono","ETH Lausanne","EPF","Lausanne","Membre du conseil","Fondation ISREC, Lausanne","Education & research"
"Didier","Trono","ETH Lausanne","EPF","Lausanne","Membre du Conseil de la Recherche","Fonds National Scientifique Suisse","Education & research"
"Didier","Trono","ETH Lausanne","EPF","Lausanne","Membre du conseil scientifique","MOLMED, Milan, Italy","Technology"
"Gerhard","Tröster","ETH Zürich","ETH","Zurich","VR-Mandat","Amphiro AG","Industry, construction & agriculture"
"Gerhard","Tröster","ETH Zürich","ETH","Zurich","VR-Mandat","u-blox AG","Industry, construction & agriculture"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Adjunct Professor (finished Aug 2014)","Skolkovo Institute of Science & Technology","Education & research"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Board Member","EAMSA","Education & research"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Board Member","Innovation Strategy Center Association","Not classifiable"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Board Member","Lean Analytical Association","Consulting, public relations, legal & trust"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Board Member","Powzy","Media & communication"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Board of Governors","Academy of Management","Education & research"
"Christopher","Tucci","ETH Lausanne","EPF","Lausanne","Member (no longer active)","AYU Association (no longer active)","Not classifiable"
"Falk","Uebernickel","Uni St. Gallen","USG","Saint Gallen","Geschäftsführender Partner und Mitglied des Verwaltungsrates","IT Management Partner St. Gallen AG","Consulting, public relations, legal & trust"
"Michaël","Unser","ETH Lausanne","EPF","Lausanne","Comité d'expertise Ambizione","FNS, Bern","Education & research"
"Pierre","Vandergheynst","ETH Lausanne","EPF","Lausanne","Consulting","Advanced Silicon SA, Lausanne","Industry, construction & agriculture"
"Pierre","Vandergheynst","ETH Lausanne","EPF","Lausanne","Consulting","Nestlé Research, Vevey","Industry, construction & agriculture"
"Pierre","Vandergheynst","ETH Lausanne","EPF","Lausanne","Founder, pas de rôle exécutif","Immersive Vision SARL, PSE","Technology"
"Adrian","Vatter","Uni Bern","UBE","Bern","NA","Büro Vatter AG","Consulting, public relations, legal & trust"
"Serge","Vaudenay","ETH Lausanne","EPF","Lausanne","Droits d'auteur","PPUR, Lausanne","Media & communication"
"Serge","Vaudenay","ETH Lausanne","EPF","Lausanne","Droits d'auteur","Springer USA","Media & communication"
"Serge","Vaudenay","ETH Lausanne","EPF","Lausanne","Expertise","Ingenico Paris","Technology"
"Martin","Vetterli","ETH Lausanne","EPF","Lausanne","Membre du conseil d'administration (jusqu'à Juin 2014, puis occasional advisor)","VIDINOTI","Consulting, public relations, legal & trust"
"Martin","Vetterli","ETH Lausanne","EPF","Lausanne","Occasional advisor","DARTFISH","Technology"
"Martin","Vetterli","ETH Lausanne","EPF","Lausanne","President du Conseil National de la Recherche","FNS (Fonds National Suisse)","Education & research"
"Paola","Viganò","ETH Lausanne","EPF","Lausanne","Membre comité scientifique","Atelier International du Grand Paris, Paris","Society, Social, Culture & Sports"
"Paola","Viganò","ETH Lausanne","EPF","Lausanne","Membre comité scientifique","Ecole Nationale Supérieure d'architecture et de paysage de Lille, France","Education & research"
"Paola","Viganò","ETH Lausanne","EPF","Lausanne","Membre comité scientifique","Ecole Nationale Supérieure du Paysage, Versailles, France","Education & research"
"Paola","Viganò","ETH Lausanne","EPF","Lausanne","Partenaire associée","Secchi-Viganò Studio, Italie","Industry, construction & agriculture"
"Paola","Viganò","ETH Lausanne","EPF","Lausanne","Prof. ordinaire part-time","Université IUAV, Italie","Education & research"
"Thomas","Vogel","ETH Zürich","ETH","Zurich","NA","Albert Lück-Stiftung","Education & research"
"Thomas","Vogel","ETH Zürich","ETH","Zurich","NA","Erich Degen-Stiftung","Education & research"
"Thierry","Volery","Uni St. Gallen","USG","Saint Gallen","Honorary Research Fellow","University of Western Australia Business School","Education & research"
"Thierry","Volery","Uni St. Gallen","USG","Saint Gallen","Mitglied des Beirats","Forum BGM – Betriebliches Gesundheitsmanagement Ostschweiz","Pharma & health"
"Thierry","Volery","Uni St. Gallen","USG","Saint Gallen","Vorsitzender des Beirats","EXIST – Existenzgründungen aus der Wissenschaft","Commerce, trade & services"
"Georg Fredrik","von Krogh","ETH Zürich","ETH","Zurich","Geschäftsführer","Innovative Strategies GmbH","Consulting, public relations, legal & trust"
"Georg","von Schnurbein","Uni Basel","UBA","Basel","Board member","European Research Network on Philanthropy","Education & research"
"Georg","von Schnurbein","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Roland von Hoesslin Gedenkstiftung, Augsburg, Deutschland","Not classifiable"
"Georg","von Schnurbein","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Stiftung Institute for Value-based Enterprise, Fribourg","Consulting, public relations, legal & trust"
"Georg","von Schnurbein","Uni Basel","UBA","Basel","Präsident","Verein Europäische Freiwilligenuniversität","Education & research"
"Georg","von Schnurbein","Uni Basel","UBA","Basel","Präsident des Stiftungsrates","Stiftung zur Förderung des Antikenmuseums Basel","Society, Social, Culture & Sports"
"Rico","von Wyss","Uni St. Gallen","USG","Saint Gallen","Oberstlt i Gst","Schweizer Armee","Politics, administration, justice system & security sector"
"Laurent","Vulliet","ETH Lausanne","EPF","Lausanne","CEO et Administrateur","BG Ingénieurs Conseils, Lausanne","Commerce, trade & services"
"Simone","Walther","Uni St. Gallen","USG","Saint Gallen","Rechtsanwältin","Schärer Rechtsanwälte","Consulting, public relations, legal & trust"
"Doris","Wastl","Uni Bern","UBE","Bern","NA","Dr. A. Bretscher Stiftung","Education & research"
"Stefan","Weber","Uni Bern","UBE","Bern","Board Member","CAScination AG","Pharma & health"
"Stefan","Weber","Uni Bern","UBE","Bern","President","Stiftung CCMT","Pharma & health"
"Konrad","Wegener","ETH Zürich","ETH","Zurich","Mitglied im Hochschulrat","FHS St. Gallen","Education & research"
"Konrad","Wegener","ETH Zürich","ETH","Zurich","VR-Mandat","Meyer Burger Technology AG","Financial industry & insurances"
"Alain","Wegmann","ETH Lausanne","EPF","Lausanne","Conseil informatique","TAG Aviation, Genève","Energy, environment & mobility"
"Alain","Wegmann","ETH Lausanne","EPF","Lausanne","Conseil informatique (non-payé)","Aeroport Genève","Energy, environment & mobility"
"Antoinette","Weibel","Uni St. Gallen","USG","Saint Gallen","Beiratsmitglied","Deutsches Forschungsinstitutes für öffentliche Verwaltung","Education & research"
"Antoinette","Weibel","Uni St. Gallen","USG","Saint Gallen","Beiratsmitglied","Schweizerische Vereinigung für Führungsausbildung","Commerce, trade & services"
"Antoinette","Weibel","Uni St. Gallen","USG","Saint Gallen","Beiratsmitglied","Trust Management Institut e.V.","Consulting, public relations, legal & trust"
"Antoinette","Weibel","Uni St. Gallen","USG","Saint Gallen","Geschäftsführerin","BTiO GmbH","Consulting, public relations, legal & trust"
"Antoinette","Weibel","Uni St. Gallen","USG","Saint Gallen","Präsidentin","FINT, First international Network of Trust Research","Education & research"
"Antoinette","Weibel","Uni St. Gallen","USG","Saint Gallen","Stiftungsratmitglied","Schweizerische Gesellschaft für Organisation","Education & research"
"Ulrich Alois","Weidmann","ETH Zürich","ETH","Zurich","VR-Mandat","systransis AG","Technology"
"Ulrich Alois","Weidmann","ETH Zürich","ETH","Zurich","VR-Mandat","VBG Verkehrsbetriebe Glattal AG","Energy, environment & mobility"
"Ulrich Alois","Weidmann","ETH Zürich","ETH","Zurich","VR-Mandat","Verkehrsbetrieb LIECHTENSTEINmobil","Energy, environment & mobility"
"Roland","Weiger","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","Coltene, Altstätten","Pharma & health"
"Hannes","Weigt","Uni Basel","UBA","Basel","Mitglied des Beirats","Energieagentur Landkreis Lörrach GmbH","Energy, environment & mobility"
"Yves","Weinand","ETH Lausanne","EPF","Lausanne","Parlement vaudois, mission de stabilité","Canton de Vaud, Service Immeubles, Patrimoine et Logistique, Lausanne","Politics, administration, justice system & security sector"
"Helma Barblin","Wennemers","ETH Zürich","ETH","Zurich","VR-Mandat","Bachem Holding AG","Pharma & health"
"Franz","Werro","Uni Freiburg","UFR","Fribourg","Rechtsberater","Selbstständig","Not classifiable"
"Florian","Wettstein","Uni St. Gallen","USG","Saint Gallen","Co-Editor-in-Chief","Business and Human Rights Journal","Media & communication"
"Florian","Wettstein","Uni St. Gallen","USG","Saint Gallen","Mitglied des Editorial Advisory Boards","Business Ethics Journal Review","Media & communication"
"Florian","Wettstein","Uni St. Gallen","USG","Saint Gallen","Mitglied des Executive Committee","International Society for Business, Ethics and Economics ISBEE","Commerce, trade & services"
"Florian","Wettstein","Uni St. Gallen","USG","Saint Gallen","Mitglied des Initiativkommitees","Konzernverantwortungsinitiative","Society, Social, Culture & Sports"
"Florian","Wettstein","Uni St. Gallen","USG","Saint Gallen","Stiftungsrat","Brot für alle","Politics, administration, justice system & security sector"
"Florian","Wettstein","Uni St. Gallen","USG","Saint Gallen","Stiftungsrat","Foundation for Responsible Leadership","Society, Social, Culture & Sports"
"Peter","Widmayer","ETH Zürich","ETH","Zurich","VR-Mandat","NEBION AG","Technology"
"Alexander","Widmer","ETH Zürich","ETH","Zurich","Stiftungsrat","Kinderbetreuung im Hochschulraum Zürich (kihz)","Society, Social, Culture & Sports"
"Alexander","Widmer","ETH Zürich","ETH","Zurich","Stiftungsrat","Stiftung Geobotanisches Forschungsinstitut Rübel","Education & research"
"Martin","Wilks","Uni Genf","UGE","Geneva","Mitglied des Stiftungsrates","Institut de Sante au Travail, Lausanne","Pharma & health"
"Stephan","Windecker","Uni Bern","UBE","Bern","Aufsichtsrat","European Cardiovascular Research Institute (ECRI), Aufsichtsrat","Education & research"
"Stephan","Windecker","Uni Bern","UBE","Bern","Verwaltungsrat","Kardiologie Interlaken - Unterseen AG, Verwaltungsrat","Pharma & health"
"Sebastian","Wolf","Uni Bern","UBE","Bern","NA","Haag Streit Stiftung","Pharma & health"
"Sebastian","Wolf","Uni Bern","UBE","Bern","NA","Hans Goldmann Stiftung","Pharma & health"
"Sebastian","Wolf","Uni Bern","UBE","Bern","NA","Major und Feller Stiftung","Not classifiable"
"Stephan","Wolf","Uni Bern","UBE","Bern","NA","Curt Rommel-Stiftung (Grundauftrag)","Education & research"
"Ursula","Wolf","Uni Bern","UBE","Bern","Associated Editor","Journal of the American College of Cardiology Cardiovascular Interventions","Pharma & health"
"Ursula","Wolf","Uni Bern","UBE","Bern","Board Member","European Association of Percutaneous Cardiovascular Intervention (EAPCI)","Pharma & health"
"Ursula","Wolf","Uni Bern","UBE","Bern","Board Member","European Society of Cardiology (ESC)","Pharma & health"
"Ursula","Wolf","Uni Bern","UBE","Bern","Course Director","EuroPCR","Pharma & health"
"Ursula","Wolf","Uni Bern","UBE","Bern","NA","Paracelsus-Spital Richterswil, ZH","Pharma & health"
"Ursula","Wolf","Uni Bern","UBE","Bern","Section Editor","UpToDate","Pharma & health"
"Ursula","Wolf","Uni Bern","UBE","Bern","Stiftungsrat","REHA Klinik Heiligenschwendi ","Pharma & health"
"Christian Gerhard","Wolfrum","ETH Zürich","ETH","Zurich","VR-Mandat","Glycemicon AG","Technology"
"Alfred","Wüest","ETH Zürich","ETH","Zurich","Advisory Board Forschungsstelle Nachhaltige Energie-und Wasserversorgung","Uni Basel","Education & research"
"Alfred","Wüest","ETH Zürich","ETH","Zurich","Berater","Contour Global, New York, für Methan Extraktion Lake Kivu","Energy, environment & mobility"
"Alfred","Wüest","ETH Zürich","ETH","Zurich","Co-Editor","Journal Acquatic Sciences","Media & communication"
"Alfred","Wüest","ETH Zürich","ETH","Zurich","Externer Reviewer","Tahoe Environmental Research Facility, UC Davies","Education & research"
"Matthias P.","Wymann","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","PIQUR Therapeutics AG, Basel","Pharma & health"
"Paul","Xirouchakis","ETH Lausanne","EPF","Lausanne","Reviewer Marie-Curie ITN (10 days)","EU Commission, Brussels","Politics, administration, justice system & security sector"
"Paul","Xirouchakis","ETH Lausanne","EPF","Lausanne","Reviewer MATENG (9.5 days)","EU Commission","Politics, administration, justice system & security sector"
"Paul","Xirouchakis","ETH Lausanne","EPF","Lausanne","Survey on sustainability (1 day)","KIST EUROPE, Germany","Education & research"
"Hugo","Zbinden","Uni Genf","UGE","Geneva","Membre du conseil d'administration","SIG","Energy, environment & mobility"
"Thomas Markus","Zellweger","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Hasler Transport AG","Energy, environment & mobility"
"Thomas Markus","Zellweger","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Tisca Tiara AG","Industry, construction & agriculture"
"Thomas Markus","Zellweger","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Welz AG","Industry, construction & agriculture"
"Jian","Zhao","ETH Lausanne","EPF","Lausanne","Editor in chief, Tunnelling and Underground Space Technology, while on leave","Elsevier, Oxford, UK","Media & communication"
"Jian","Zhao","ETH Lausanne","EPF","Lausanne","Independent director (non-executive), while on leave","Terratech Group Ltd","Financial industry & insurances"
"Jian","Zhao","ETH Lausanne","EPF","Lausanne","Professor of Geomechanics (full-time), while on leave","Monash University, Australia","Education & research"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Committee member","Institut de Chimie de Lyon","Education & research"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Committee member Labex SynOrg","INSA, France","Education & research"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Consultant","Novartis","Pharma & health"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Editorial board member","Asian. J. Org. Chem. Wiley","Media & communication"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Editorial board member","Beistein J Org Chem, Beilstin Institute, Germany","Media & communication"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Editorial board member","Eur. J. Org. Chem., Wiley","Media & communication"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Editorial board member","J. Antibiotics, Nature Publisher","Media & communication"
"Jieping","Zhu","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board Member","Inflamalps, Switzerland","Pharma & health"
"Heinz","Zimmermann","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","BIZ-Stiftung c/o Dr. Carlo Bertossa, Basel","Not classifiable"
"Heinz","Zimmermann","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Stiftung zur Förderung des Schweizerischen Wirtschaftsarchivs am WWZ der Universität Basel","Education & research"
